match_id,datetime,split
10064168,2023-10-17 20:00:00,train
10064169,2023-10-17 20:00:00,train
10064294,2023-10-18 05:30:00,train
10064295,2023-10-18 05:30:00,train
10064285,2023-10-18 08:30:00,train
10064288,2023-10-18 08:30:00,train
10064296,2023-10-18 11:45:00,train
10064291,2023-10-18 12:00:00,train
10064173,2023-10-18 20:00:00,train
10064174,2023-10-18 20:00:00,train
10064175,2023-10-18 20:00:00,train
10064178,2023-10-18 20:00:00,train
10064180,2023-10-18 20:00:00,train
10064181,2023-10-18 20:00:00,train
10064165,2023-10-19 18:00:00,train
10064170,2023-10-19 20:00:00,train
10064176,2023-10-19 20:00:00,train
10064196,2023-10-19 21:30:00,train
10064197,2023-10-19 21:30:00,train
10064312,2023-10-20 02:00:00,train
10064302,2023-10-20 08:30:00,train
10064301,2023-10-20 11:30:00,train
10064328,2023-10-20 17:00:00,train
10064313,2023-10-20 20:00:00,train
10064314,2023-10-20 21:30:00,train
10064315,2023-10-21 02:00:00,train
10064304,2023-10-21 08:30:00,train
10064303,2023-10-21 11:30:00,train
10064386,2023-10-22 08:30:00,train
10064305,2023-10-22 10:30:00,train
10064343,2023-10-22 11:00:00,train
10064347,2023-10-22 14:00:00,train
10064340,2023-10-22 17:00:00,train
10064344,2023-10-22 20:00:00,train
10064345,2023-10-23 11:00:00,train
10064346,2023-10-23 14:00:00,train
10064342,2023-10-23 17:00:00,train
10064341,2023-10-23 20:00:00,train
10064397,2023-10-23 21:30:00,train
10064398,2023-10-23 21:30:00,train
10064407,2023-10-24 02:00:00,train
10064408,2023-10-24 02:00:00,train
10064400,2023-10-24 12:00:00,train
10064403,2023-10-24 15:25:00,train
10064399,2023-10-24 19:05:00,train
10064317,2023-10-24 20:00:00,train
10064318,2023-10-24 20:00:00,train
10064324,2023-10-24 20:00:00,train
10064323,2023-10-24 20:30:00,train
10064405,2023-10-24 21:30:00,train
10064423,2023-10-24 21:30:00,train
10064422,2023-10-25 02:00:00,train
10064406,2023-10-25 12:00:00,train
10064164,2023-10-25 14:00:00,train
10064401,2023-10-25 15:00:00,train
10064374,2023-10-25 16:00:00,train
10064377,2023-10-25 16:00:00,train
10064497,2023-10-25 17:00:00,train
580027,2023-10-25 18:00:00,train
10064375,2023-10-25 19:40:00,train
557633,2023-10-25 20:00:00,train
10064329,2023-10-25 20:00:00,train
10064334,2023-10-25 20:00:00,train
10064335,2023-10-25 20:00:00,train
10064378,2023-10-25 20:00:00,train
557626,2023-10-25 20:30:00,train
10064402,2023-10-25 21:00:00,train
487656,2023-10-26 12:00:00,train
588338,2023-10-26 12:00:00,train
589226,2023-10-26 15:00:00,train
566813,2023-10-26 16:00:00,train
566815,2023-10-26 16:00:00,train
589725,2023-10-26 18:00:00,train
566812,2023-10-26 19:00:00,train
566814,2023-10-26 19:00:00,train
585168,2023-10-26 21:00:00,train
589049,2023-10-27 11:00:00,train
593763,2023-10-27 13:30:00,train
589047,2023-10-27 14:15:00,train
589732,2023-10-27 15:00:00,train
589734,2023-10-27 16:00:00,train
592593,2023-10-27 16:30:00,train
589048,2023-10-27 17:30:00,train
589731,2023-10-27 19:00:00,train
589733,2023-10-27 19:00:00,train
487653,2023-10-27 20:00:00,train
10064542,2023-10-27 20:00:00,train
589046,2023-10-27 21:00:00,train
557551,2023-10-28 10:30:00,train
10064307,2023-10-28 10:30:00,train
597061,2023-10-28 11:00:00,train
597060,2023-10-28 14:00:00,train
10064308,2023-10-28 15:00:00,train
10064309,2023-10-28 15:00:00,train
593237,2023-10-28 16:00:00,train
593332,2023-10-28 16:00:00,train
597458,2023-10-28 17:00:00,train
593331,2023-10-28 19:00:00,train
593236,2023-10-28 19:30:00,train
597457,2023-10-28 20:00:00,train
601536,2023-10-29 10:30:00,train
601210,2023-10-29 12:00:00,train
10064311,2023-10-29 15:00:00,train
10064509,2023-10-29 15:30:00,train
10064167,2023-10-29 16:00:00,train
597261,2023-10-29 17:00:00,train
597459,2023-10-29 17:00:00,train
589045,2023-10-29 18:00:00,train
602151,2023-10-29 20:00:00,train
602567,2023-10-29 20:25:00,train
602150,2023-10-29 21:00:00,train
589043,2023-10-30 12:00:00,train
607261,2023-10-30 14:00:00,train
606592,2023-10-30 15:00:00,train
607260,2023-10-30 17:00:00,train
589042,2023-10-30 18:00:00,train
606591,2023-10-30 21:30:00,train
557650,2023-10-30 22:00:00,train
609845,2023-10-31 12:00:00,train
609844,2023-10-31 15:00:00,train
607263,2023-10-31 17:00:00,train
610310,2023-10-31 18:25:00,train
607262,2023-10-31 20:00:00,train
557637,2023-10-31 21:00:00,train
557638,2023-10-31 21:00:00,train
557639,2023-10-31 21:00:00,train
557645,2023-10-31 21:00:00,train
557647,2023-10-31 21:00:00,train
10064320,2023-10-31 21:00:00,train
613289,2023-10-31 21:10:00,train
557642,2023-11-01 14:00:00,train
609846,2023-11-01 17:00:00,train
613791,2023-11-01 20:10:00,train
557623,2023-11-01 21:00:00,train
557625,2023-11-01 21:00:00,train
557632,2023-11-01 21:00:00,train
10064332,2023-11-01 21:00:00,train
10064333,2023-11-01 21:00:00,train
10064338,2023-11-01 21:00:00,train
618020,2023-11-02 20:00:00,train
10064663,2023-11-03 11:00:00,train
614391,2023-11-03 12:00:00,train
10064664,2023-11-03 14:00:00,train
614389,2023-11-03 18:10:00,train
614388,2023-11-03 21:00:00,train
10064665,2023-11-04 14:00:00,train
614390,2023-11-04 15:00:00,train
624609,2023-11-04 18:00:00,train
626378,2023-11-04 21:30:00,train
10064659,2023-11-05 10:00:00,train
627533,2023-11-05 21:30:00,train
10064720,2023-11-06 12:50:00,train
10064723,2023-11-06 15:30:00,train
10064728,2023-11-06 18:30:00,train
10064726,2023-11-06 21:45:00,train
10064653,2023-11-07 10:00:00,train
630731,2023-11-07 12:30:00,train
630728,2023-11-07 15:30:00,train
10064725,2023-11-07 18:30:00,train
625803,2023-11-07 21:00:00,train
625805,2023-11-07 21:00:00,train
625806,2023-11-07 21:00:00,train
625809,2023-11-07 21:00:00,train
625810,2023-11-07 21:00:00,train
10064652,2023-11-07 21:00:00,train
10064656,2023-11-07 21:00:00,train
10064719,2023-11-07 21:30:00,train
10064588,2023-11-08 07:00:00,train
611950,2023-11-08 08:30:00,train
640016,2023-11-08 11:35:00,train
634158,2023-11-08 12:30:00,train
640014,2023-11-08 15:15:00,train
637705,2023-11-08 15:30:00,train
638391,2023-11-08 18:30:00,train
638216,2023-11-08 21:00:00,train
638217,2023-11-08 21:00:00,train
638380,2023-11-08 21:00:00,train
638381,2023-11-08 21:00:00,train
638387,2023-11-08 21:00:00,train
638557,2023-11-08 21:00:00,train
10064704,2023-11-08 21:00:00,train
10064706,2023-11-08 21:00:00,train
637062,2023-11-08 21:30:00,train
611949,2023-11-09 07:00:00,train
611948,2023-11-09 08:30:00,train
644047,2023-11-09 12:30:00,train
641382,2023-11-09 14:30:00,train
644046,2023-11-09 16:15:00,train
642324,2023-11-09 18:15:00,train
645591,2023-11-09 20:40:00,train
645504,2023-11-11 07:00:00,train
645503,2023-11-11 10:00:00,train
632665,2023-11-11 17:55:00,train
642313,2023-11-11 21:00:00,train
642322,2023-11-11 21:00:00,train
10064710,2023-11-11 21:00:00,train
650639,2023-11-12 07:00:00,train
651309,2023-11-12 10:30:00,train
10064813,2023-11-12 13:30:00,train
655887,2023-11-12 16:15:00,train
10064815,2023-11-12 16:30:00,train
632664,2023-11-12 17:55:00,train
10064812,2023-11-12 19:30:00,train
625956,2023-11-12 21:00:00,train
625957,2023-11-12 21:00:00,train
625959,2023-11-12 21:00:00,train
653253,2023-11-12 21:00:00,train
10064811,2023-11-12 22:30:00,train
651571,2023-11-13 13:30:00,train
651399,2023-11-13 15:00:00,train
651570,2023-11-13 16:30:00,train
656853,2023-11-13 17:55:00,train
651398,2023-11-13 18:00:00,train
651569,2023-11-13 19:30:00,train
651568,2023-11-13 23:00:00,train
662108,2023-11-14 13:30:00,train
656852,2023-11-14 14:55:00,train
10064840,2023-11-14 15:00:00,train
662109,2023-11-14 17:00:00,train
651396,2023-11-14 18:00:00,train
662110,2023-11-14 20:00:00,train
662111,2023-11-14 22:30:00,train
656430,2023-11-15 13:30:00,train
651395,2023-11-15 15:00:00,train
660879,2023-11-15 17:00:00,train
10064843,2023-11-15 18:00:00,train
657483,2023-11-15 19:30:00,train
661959,2023-11-15 22:30:00,train
10065010,2023-11-15 23:30:00,train
10065011,2023-11-15 23:30:00,train
10065012,2023-11-16 04:15:00,train
10065014,2023-11-16 04:15:00,train
664715,2023-11-16 13:00:00,train
669660,2023-11-16 13:30:00,train
10064770,2023-11-16 14:55:00,train
651393,2023-11-16 15:00:00,train
670527,2023-11-16 16:30:00,train
664714,2023-11-16 16:55:00,train
10065016,2023-11-16 17:30:00,train
10065017,2023-11-16 17:30:00,train
10065018,2023-11-16 17:30:00,train
10065019,2023-11-16 17:30:00,train
664713,2023-11-16 19:30:00,train
669835,2023-11-16 19:30:00,train
664712,2023-11-16 22:00:00,train
673619,2023-11-16 22:00:00,train
10065021,2023-11-16 22:00:00,train
10065024,2023-11-16 22:00:00,train
10065025,2023-11-16 22:00:00,train
10064878,2023-11-16 22:30:00,train
671591,2023-11-16 23:30:00,train
10065013,2023-11-17 04:00:00,train
674022,2023-11-17 10:30:00,train
674023,2023-11-17 10:30:00,train
673567,2023-11-17 13:00:00,train
674356,2023-11-17 13:30:00,train
673566,2023-11-17 14:10:00,train
10065074,2023-11-17 14:30:00,train
676206,2023-11-17 15:00:00,train
10065034,2023-11-17 15:00:00,train
673506,2023-11-17 16:30:00,train
674377,2023-11-17 17:30:00,train
674833,2023-11-17 17:30:00,train
10064771,2023-11-17 17:55:00,train
674487,2023-11-17 19:00:00,train
670009,2023-11-17 19:30:00,train
677665,2023-11-17 22:00:00,train
10065022,2023-11-17 22:00:00,train
670522,2023-11-17 22:30:00,train
674486,2023-11-17 23:00:00,train
10064774,2023-11-18 10:00:00,train
677273,2023-11-18 10:30:00,train
10065120,2023-11-18 13:30:00,train
10065033,2023-11-18 15:00:00,train
678440,2023-11-18 17:00:00,train
10065118,2023-11-18 17:00:00,train
10065029,2023-11-18 17:30:00,train
10064922,2023-11-18 20:30:00,train
681265,2023-11-18 22:00:00,train
10065121,2023-11-18 22:30:00,train
10064773,2023-11-19 16:30:00,train
682582,2023-11-19 17:00:00,train
682152,2023-11-19 18:00:00,train
10065116,2023-11-19 20:00:00,train
684959,2023-11-19 21:00:00,train
678163,2023-11-20 14:55:00,train
10065128,2023-11-20 18:00:00,train
685242,2023-11-20 18:15:00,train
685210,2023-11-20 19:00:00,train
688032,2023-11-20 20:55:00,train
679896,2023-11-21 15:00:00,train
688340,2023-11-21 17:55:00,train
10065130,2023-11-21 18:00:00,train
657209,2023-11-21 21:00:00,train
657380,2023-11-21 21:00:00,train
644620,2023-11-22 12:00:00,train
644619,2023-11-22 14:10:00,train
679894,2023-11-22 15:00:00,train
644618,2023-11-22 17:50:00,train
679893,2023-11-22 18:00:00,train
644787,2023-11-22 19:45:00,train
10065212,2023-11-22 21:00:00,train
694317,2023-11-23 12:00:00,train
694316,2023-11-23 14:30:00,train
679892,2023-11-23 15:00:00,train
676202,2023-11-23 18:00:00,train
679891,2023-11-23 18:00:00,train
695007,2023-11-23 18:15:00,train
695006,2023-11-23 20:55:00,train
676204,2023-11-23 21:00:00,train
684490,2023-11-24 01:00:00,train
676201,2023-11-24 01:30:00,train
676200,2023-11-24 12:00:00,train
676199,2023-11-24 13:25:00,train
676198,2023-11-24 14:50:00,train
676197,2023-11-24 16:45:00,train
697699,2023-11-24 17:30:00,train
698192,2023-11-24 18:00:00,train
699513,2023-11-24 18:30:00,train
699860,2023-11-24 20:00:00,train
698004,2023-11-24 20:10:00,train
698605,2023-11-24 21:30:00,train
699859,2023-11-24 22:20:00,train
698604,2023-11-24 23:00:00,train
698193,2023-11-25 01:30:00,train
699512,2023-11-25 12:00:00,train
700790,2023-11-25 14:35:00,train
702291,2023-11-25 17:15:00,train
700107,2023-11-25 17:30:00,train
701026,2023-11-25 18:00:00,train
701381,2023-11-25 21:30:00,train
700568,2023-11-25 21:40:00,train
703259,2023-11-26 01:00:00,train
703471,2023-11-26 03:30:00,train
702946,2023-11-26 11:00:00,train
702945,2023-11-26 15:00:00,train
10065235,2023-11-26 17:00:00,train
703484,2023-11-26 19:00:00,train
10065207,2023-11-26 20:15:00,train
703893,2023-11-26 21:20:00,train
10065261,2023-11-27 15:00:00,train
700057,2023-11-28 15:00:00,train
700056,2023-11-28 18:00:00,train
686700,2023-11-29 14:00:00,train
700055,2023-11-29 15:00:00,train
686699,2023-11-29 15:15:00,train
700054,2023-11-29 18:00:00,train
713239,2023-11-29 18:00:00,train
713238,2023-11-29 21:15:00,train
705447,2023-11-30 13:30:00,train
686698,2023-11-30 14:00:00,train
700053,2023-11-30 15:00:00,train
686697,2023-11-30 16:00:00,train
10065284,2023-11-30 16:45:00,train
715731,2023-11-30 18:00:00,train
10065268,2023-11-30 18:00:00,train
705443,2023-11-30 19:30:00,train
715730,2023-11-30 20:30:00,train
10065283,2023-11-30 22:30:00,train
705442,2023-12-01 13:30:00,train
705446,2023-12-01 16:30:00,train
714117,2023-12-01 17:00:00,train
710108,2023-12-01 18:20:00,train
705445,2023-12-01 19:30:00,train
716325,2023-12-01 20:50:00,train
710107,2023-12-01 21:00:00,train
712803,2023-12-01 22:30:00,train
10065320,2023-12-02 13:30:00,train
10065347,2023-12-02 16:00:00,train
718350,2023-12-02 16:30:00,train
718273,2023-12-02 17:00:00,train
10065272,2023-12-02 17:00:00,train
716310,2023-12-02 19:30:00,train
10065348,2023-12-02 19:30:00,train
718274,2023-12-02 20:00:00,train
10065271,2023-12-02 20:55:00,train
717650,2023-12-02 22:30:00,train
717826,2023-12-03 13:30:00,train
10065274,2023-12-03 17:00:00,train
718354,2023-12-03 17:10:00,train
720310,2023-12-03 18:00:00,train
717652,2023-12-03 20:30:00,train
10065273,2023-12-03 21:15:00,train
716311,2023-12-03 22:30:00,train
722448,2023-12-04 13:30:00,train
722284,2023-12-04 16:45:00,train
10065217,2023-12-04 17:00:00,train
722034,2023-12-04 19:30:00,train
722700,2023-12-04 22:30:00,train
10065450,2023-12-05 12:00:00,train
724305,2023-12-05 13:30:00,train
714458,2023-12-05 14:15:00,train
10065451,2023-12-05 14:30:00,train
718164,2023-12-05 15:00:00,train
724676,2023-12-05 16:30:00,train
714457,2023-12-05 17:25:00,train
718163,2023-12-05 18:15:00,train
722282,2023-12-05 19:30:00,train
665459,2023-12-05 21:00:00,train
718165,2023-12-05 21:00:00,train
10065214,2023-12-05 21:00:00,train
665456,2023-12-05 22:00:00,train
722695,2023-12-05 22:30:00,train
10065452,2023-12-06 12:00:00,train
714456,2023-12-06 12:25:00,train
727022,2023-12-06 13:30:00,train
10065453,2023-12-06 14:15:00,train
10065357,2023-12-06 15:00:00,train
726727,2023-12-06 16:30:00,train
714455,2023-12-06 17:00:00,train
718161,2023-12-06 18:30:00,train
727021,2023-12-06 19:30:00,train
726930,2023-12-06 21:00:00,train
727033,2023-12-06 21:00:00,train
727282,2023-12-06 21:00:00,train
10065220,2023-12-06 21:00:00,train
10065310,2023-12-06 21:00:00,train
10065379,2023-12-06 22:30:00,train
729100,2023-12-07 12:00:00,train
10065454,2023-12-07 12:00:00,train
729555,2023-12-07 15:00:00,train
10065455,2023-12-07 15:00:00,train
726504,2023-12-07 16:00:00,train
729554,2023-12-07 18:00:00,train
729783,2023-12-07 18:00:00,train
729099,2023-12-07 20:10:00,train
729553,2023-12-07 21:00:00,train
729673,2023-12-07 21:00:00,train
729674,2023-12-07 21:00:00,train
729675,2023-12-07 21:00:00,train
10065378,2023-12-07 21:30:00,train
10065431,2023-12-08 12:00:00,train
10065458,2023-12-08 12:00:00,train
10065311,2023-12-08 12:55:00,train
721563,2023-12-08 13:25:00,train
10065459,2023-12-08 14:30:00,train
10065436,2023-12-08 15:40:00,train
731974,2023-12-08 16:10:00,train
721561,2023-12-08 17:00:00,train
733305,2023-12-08 19:05:00,train
10065438,2023-12-08 20:30:00,train
732062,2023-12-08 21:15:00,train
733533,2023-12-08 22:00:00,train
10065456,2023-12-09 12:00:00,train
10065429,2023-12-09 12:55:00,train
10065434,2023-12-09 13:00:00,train
733242,2023-12-09 14:30:00,train
733782,2023-12-09 16:00:00,train
733929,2023-12-09 16:00:00,train
10065435,2023-12-09 18:45:00,train
734026,2023-12-09 21:00:00,train
735354,2023-12-10 12:00:00,train
10065448,2023-12-10 13:00:00,train
735426,2023-12-10 13:55:00,train
10065460,2023-12-10 15:30:00,train
10065447,2023-12-10 16:00:00,train
10065449,2023-12-10 18:30:00,train
735864,2023-12-10 21:00:00,train
10065462,2023-12-11 12:00:00,train
10065469,2023-12-11 12:00:00,train
734773,2023-12-11 15:00:00,train
10065468,2023-12-11 18:30:00,train
734771,2023-12-11 21:00:00,train
739218,2023-12-12 12:00:00,train
10065470,2023-12-12 15:00:00,train
738902,2023-12-12 18:00:00,train
739488,2023-12-12 18:00:00,train
738803,2023-12-12 21:00:00,train
718511,2023-12-13 09:00:00,train
718510,2023-12-13 11:25:00,train
718509,2023-12-13 13:35:00,train
10065474,2023-12-13 15:00:00,train
718508,2023-12-13 16:10:00,train
741744,2023-12-13 18:00:00,train
10065476,2023-12-13 21:00:00,train
743206,2023-12-14 09:00:00,train
743205,2023-12-14 12:00:00,train
743698,2023-12-14 14:30:00,train
743697,2023-12-14 16:30:00,train
745398,2023-12-15 12:00:00,train
745730,2023-12-15 14:15:00,train
729299,2023-12-15 18:00:00,train
729298,2023-12-15 19:50:00,train
729300,2023-12-15 21:10:00,train
729301,2023-12-15 22:40:00,train
747512,2023-12-16 00:30:00,train
10065541,2023-12-16 01:45:00,train
10065542,2023-12-16 03:30:00,train
746971,2023-12-16 14:30:00,train
747276,2023-12-16 17:30:00,train
747511,2023-12-16 18:00:00,train
748298,2023-12-16 20:45:00,train
749416,2023-12-16 23:15:00,train
749339,2023-12-17 17:00:00,train
749770,2023-12-17 17:00:00,train
749769,2023-12-17 19:45:00,train
751439,2023-12-18 00:15:00,train
10065559,2023-12-21 12:30:00,train
10065562,2023-12-21 18:30:00,train
10065563,2023-12-22 12:20:00,train
10065564,2023-12-22 16:30:00,train
10065610,2023-12-26 15:00:00,train
759392,2023-12-27 16:30:00,train
759391,2023-12-27 19:45:00,train
762276,2023-12-28 13:00:00,train
762528,2023-12-28 18:00:00,train
763322,2023-12-29 13:00:00,train
762527,2023-12-29 15:30:00,train
10065619,2023-12-29 19:00:00,train
764514,2023-12-30 13:00:00,train
10065621,2023-12-30 15:30:00,train
765392,2023-12-30 18:00:00,train
10065810,2024-01-08 20:55:00,train
10065812,2024-01-08 21:35:00,train
10065807,2024-01-08 23:00:00,train
10065811,2024-01-08 23:10:00,train
10065808,2024-01-08 23:30:00,train
10065809,2024-01-09 00:00:00,train
10065813,2024-01-09 18:00:00,train
10065814,2024-01-09 18:00:00,train
10065815,2024-01-09 18:00:00,train
10065816,2024-01-09 18:00:00,train
10065828,2024-01-09 18:00:00,train
10065848,2024-01-09 19:15:00,train
10065847,2024-01-09 19:55:00,train
10065849,2024-01-09 20:45:00,train
10065846,2024-01-09 21:00:00,train
10065851,2024-01-09 21:00:00,train
10065852,2024-01-09 21:10:00,train
10065845,2024-01-09 21:15:00,train
10065850,2024-01-09 21:15:00,train
10065854,2024-01-09 21:15:00,train
10065855,2024-01-09 22:30:00,train
10065856,2024-01-09 22:30:00,train
10065858,2024-01-09 22:40:00,train
10065859,2024-01-10 01:40:00,train
10065876,2024-01-10 06:10:00,train
10065877,2024-01-10 06:10:00,train
10065879,2024-01-10 06:10:00,train
10065874,2024-01-10 06:45:00,train
10065878,2024-01-10 07:55:00,train
10065875,2024-01-10 08:25:00,train
10065880,2024-01-10 09:20:00,train
10065907,2024-01-10 18:50:00,train
10065910,2024-01-10 19:05:00,train
10065909,2024-01-10 20:00:00,train
10065911,2024-01-10 20:00:00,train
10065912,2024-01-10 21:10:00,train
10065914,2024-01-10 21:40:00,train
10065913,2024-01-10 22:00:00,train
10065916,2024-01-10 22:25:00,train
10065920,2024-01-10 23:10:00,train
10065915,2024-01-10 23:20:00,train
10065917,2024-01-10 23:50:00,train
10065919,2024-01-11 00:30:00,train
10065922,2024-01-11 00:45:00,train
10065933,2024-01-11 15:30:00,train
10065964,2024-01-11 16:40:00,train
10065965,2024-01-11 17:00:00,train
778713,2024-01-11 18:00:00,train
778715,2024-01-11 18:00:00,train
778716,2024-01-11 18:00:00,train
778717,2024-01-11 18:00:00,train
778766,2024-01-11 18:00:00,train
10065929,2024-01-11 18:00:00,train
10065931,2024-01-11 18:00:00,train
10065932,2024-01-11 18:00:00,train
10065971,2024-01-11 19:30:00,train
10065972,2024-01-11 19:30:00,train
10065973,2024-01-11 19:30:00,train
10065974,2024-01-11 19:50:00,train
10065988,2024-01-12 00:45:00,train
10065994,2024-01-12 06:00:00,train
10065989,2024-01-12 06:10:00,train
10065991,2024-01-12 06:10:00,train
10065992,2024-01-12 06:15:00,train
10065990,2024-01-12 09:30:00,train
10065993,2024-01-12 10:10:00,train
10065995,2024-01-12 11:15:00,train
10065996,2024-01-12 11:15:00,train
10066079,2024-01-12 21:15:00,train
10066077,2024-01-12 21:30:00,train
10066078,2024-01-12 21:45:00,train
10066081,2024-01-12 22:15:00,train
10066093,2024-01-12 22:30:00,train
10066092,2024-01-12 23:00:00,train
10066094,2024-01-12 23:00:00,train
10066095,2024-01-12 23:15:00,train
780414,2024-01-13 05:00:00,train
780415,2024-01-13 05:00:00,train
780416,2024-01-13 05:00:00,train
780417,2024-01-13 05:00:00,train
780410,2024-01-13 06:00:00,train
780411,2024-01-13 06:00:00,train
780412,2024-01-13 06:00:00,train
780413,2024-01-13 06:00:00,train
10066105,2024-01-13 08:10:00,train
10066106,2024-01-13 08:10:00,train
10066107,2024-01-13 08:10:00,train
10066108,2024-01-13 08:10:00,train
10066109,2024-01-13 09:10:00,train
10066110,2024-01-13 09:10:00,train
10066111,2024-01-13 09:10:00,train
10066112,2024-01-13 09:10:00,train
10066130,2024-01-13 13:00:00,train
781003,2024-01-13 16:30:00,train
10066132,2024-01-13 17:10:00,train
781057,2024-01-13 18:00:00,train
781060,2024-01-13 18:00:00,train
10066096,2024-01-13 18:00:00,train
10066097,2024-01-13 18:00:00,train
10066098,2024-01-13 18:00:00,train
10066099,2024-01-13 18:00:00,train
10066100,2024-01-13 18:00:00,train
10066102,2024-01-13 18:00:00,train
10066124,2024-01-14 03:00:00,train
10066125,2024-01-14 03:00:00,train
10066126,2024-01-14 03:00:00,train
10066127,2024-01-14 03:00:00,train
10066122,2024-01-14 04:00:00,train
10066123,2024-01-14 04:00:00,train
10066128,2024-01-14 05:00:00,train
10066129,2024-01-14 05:00:00,train
10066133,2024-01-14 13:00:00,train
10066131,2024-01-14 17:00:00,train
10066149,2024-01-14 23:00:00,train
10066150,2024-01-14 23:10:00,train
10066155,2024-01-15 00:00:00,train
10066156,2024-01-15 00:00:00,train
10066157,2024-01-15 00:00:00,train
10066448,2024-01-15 00:10:00,train
10066449,2024-01-15 00:10:00,train
10066450,2024-01-15 00:10:00,train
10066451,2024-01-15 00:10:00,train
10066457,2024-01-15 01:10:00,train
10066456,2024-01-15 01:30:00,train
10066458,2024-01-15 02:35:00,train
10066152,2024-01-15 03:10:00,train
10066153,2024-01-15 03:10:00,train
10066154,2024-01-15 03:10:00,train
10066158,2024-01-15 06:20:00,train
10066159,2024-01-15 06:20:00,train
10066160,2024-01-15 06:45:00,train
10066171,2024-01-15 20:35:00,train
10066170,2024-01-15 21:00:00,train
10066175,2024-01-15 22:20:00,train
10066173,2024-01-16 20:00:00,train
10066174,2024-01-16 20:00:00,train
10066151,2024-01-16 21:00:00,train
10066388,2024-01-16 21:30:00,train
10066390,2024-01-16 21:30:00,train
10066389,2024-01-16 22:10:00,train
10066391,2024-01-16 22:15:00,train
10066393,2024-01-16 23:00:00,train
10066403,2024-01-16 23:00:00,train
10066394,2024-01-16 23:30:00,train
10066398,2024-01-16 23:30:00,train
10066395,2024-01-16 23:50:00,train
10066396,2024-01-16 23:55:00,train
10066459,2024-01-17 00:10:00,train
10066461,2024-01-17 00:10:00,train
10066462,2024-01-17 00:10:00,train
10066463,2024-01-17 00:10:00,train
10066397,2024-01-17 00:15:00,train
10066404,2024-01-17 00:15:00,train
10066399,2024-01-17 01:00:00,train
10066401,2024-01-17 01:00:00,train
10066464,2024-01-17 01:10:00,train
10066400,2024-01-17 01:45:00,train
10066460,2024-01-17 01:50:00,train
10066441,2024-01-17 02:05:00,train
10066443,2024-01-17 02:05:00,train
10066444,2024-01-17 02:05:00,train
10066446,2024-01-17 02:05:00,train
10066402,2024-01-17 02:10:00,train
10066465,2024-01-17 02:45:00,train
10066445,2024-01-17 03:15:00,train
10066442,2024-01-17 04:00:00,train
10066447,2024-01-17 04:45:00,train
10066745,2024-01-17 22:30:00,train
10066746,2024-01-17 22:30:00,train
