match_id,game_id,datetime,fold,role
601210,115955,2023-10-29 12:00:00,1,train
601210,115956,2023-10-29 12:00:00,1,train
601210,115957,2023-10-29 12:00:00,1,train
597261,115958,2023-10-29 17:00:00,1,train
597261,115960,2023-10-29 17:00:00,1,train
597261,115963,2023-10-29 17:00:00,1,train
597459,115959,2023-10-29 17:00:00,1,train
597459,115962,2023-10-29 17:00:00,1,train
597459,115965,2023-10-29 17:00:00,1,train
589045,115961,2023-10-29 18:00:00,1,train
589045,115964,2023-10-29 18:00:00,1,train
602151,115966,2023-10-29 20:00:00,1,train
602151,115968,2023-10-29 20:00:00,1,train
602151,115971,2023-10-29 20:00:00,1,train
602567,115967,2023-10-29 20:25:00,1,train
602567,115970,2023-10-29 20:25:00,1,train
602150,115969,2023-10-29 21:00:00,1,train
602150,115972,2023-10-29 21:00:00,1,train
589043,115973,2023-10-30 12:00:00,1,train
589043,115974,2023-10-30 12:00:00,1,train
589043,115975,2023-10-30 12:00:00,1,train
607261,115976,2023-10-30 14:00:00,1,train
607261,115978,2023-10-30 14:00:00,1,train
606592,115977,2023-10-30 15:00:00,1,train
606592,115979,2023-10-30 15:00:00,1,train
607260,115980,2023-10-30 17:00:00,1,train
607260,115982,2023-10-30 17:00:00,1,train
589042,115981,2023-10-30 18:00:00,1,train
589042,115983,2023-10-30 18:00:00,1,train
606591,115984,2023-10-30 21:30:00,1,train
606591,115986,2023-10-30 21:30:00,1,train
557650,115985,2023-10-30 22:00:00,1,train
609845,115987,2023-10-31 12:00:00,1,train
609845,115988,2023-10-31 12:00:00,1,train
609844,115989,2023-10-31 15:00:00,1,train
609844,115990,2023-10-31 15:00:00,1,train
609844,115992,2023-10-31 15:00:00,1,train
607263,115991,2023-10-31 17:00:00,1,train
607263,115993,2023-10-31 17:00:00,1,train
607262,115995,2023-10-31 20:00:00,1,train
607262,115998,2023-10-31 20:00:00,1,train
557637,116004,2023-10-31 21:00:00,1,train
557638,116005,2023-10-31 21:00:00,1,train
557639,116003,2023-10-31 21:00:00,1,train
557645,116001,2023-10-31 21:00:00,1,train
557645,116002,2023-10-31 21:00:00,1,train
557647,115997,2023-10-31 21:00:00,1,train
557647,115999,2023-10-31 21:00:00,1,train
557647,116006,2023-10-31 21:00:00,1,train
613289,115996,2023-10-31 21:10:00,1,train
613289,116000,2023-10-31 21:10:00,1,train
613289,116007,2023-10-31 21:10:00,1,train
557642,116008,2023-11-01 14:00:00,1,train
557642,116009,2023-11-01 14:00:00,1,train
557642,116010,2023-11-01 14:00:00,1,train
609846,116011,2023-11-01 17:00:00,1,train
609846,116012,2023-11-01 17:00:00,1,train
609846,116013,2023-11-01 17:00:00,1,train
613791,116014,2023-11-01 20:10:00,1,train
613791,116017,2023-11-01 20:10:00,1,train
613791,116018,2023-11-01 20:10:00,1,train
557623,116019,2023-11-01 21:00:00,1,train
557625,116015,2023-11-01 21:00:00,1,train
557632,116016,2023-11-01 21:00:00,1,train
618020,116020,2023-11-02 20:00:00,1,train
618020,116021,2023-11-02 20:00:00,1,train
618020,116022,2023-11-02 20:00:00,1,train
614391,116023,2023-11-03 12:00:00,1,train
614391,116024,2023-11-03 12:00:00,1,train
614389,116026,2023-11-03 18:10:00,1,train
614389,116027,2023-11-03 18:10:00,1,train
614388,116028,2023-11-03 21:00:00,1,train
614388,116029,2023-11-03 21:00:00,1,train
614388,116030,2023-11-03 21:00:00,1,train
614390,116025,2023-11-04 15:00:00,1,train
614390,116031,2023-11-04 15:00:00,1,train
624609,116032,2023-11-04 18:00:00,1,train
624609,116033,2023-11-04 18:00:00,1,train
624609,116034,2023-11-04 18:00:00,1,train
626378,116035,2023-11-04 21:30:00,1,train
626378,116036,2023-11-04 21:30:00,1,train
626378,116037,2023-11-04 21:30:00,1,train
627533,116038,2023-11-05 21:30:00,1,train
627533,116039,2023-11-05 21:30:00,1,train
630731,116040,2023-11-07 12:30:00,1,train
630731,116041,2023-11-07 12:30:00,1,train
630731,116042,2023-11-07 12:30:00,1,train
630728,116043,2023-11-07 15:30:00,1,train
625803,116048,2023-11-07 21:00:00,1,train
625805,116044,2023-11-07 21:00:00,1,train
625806,116045,2023-11-07 21:00:00,1,train
625809,116046,2023-11-07 21:00:00,1,train
625810,116047,2023-11-07 21:00:00,1,train
611950,116049,2023-11-08 08:30:00,1,train
640016,116050,2023-11-08 11:35:00,1,train
640016,116051,2023-11-08 11:35:00,1,train
640016,116053,2023-11-08 11:35:00,1,train
634158,116052,2023-11-08 12:30:00,1,train
634158,116054,2023-11-08 12:30:00,1,train
637705,116056,2023-11-08 15:30:00,1,train
637705,116057,2023-11-08 15:30:00,1,train
638391,116058,2023-11-08 18:30:00,1,train
638391,116059,2023-11-08 18:30:00,1,train
638391,116060,2023-11-08 18:30:00,1,train
638216,116066,2023-11-08 21:00:00,1,train
638216,116069,2023-11-08 21:00:00,1,train
638216,116074,2023-11-08 21:00:00,1,train
638217,116065,2023-11-08 21:00:00,1,train
638217,116072,2023-11-08 21:00:00,1,train
638217,116078,2023-11-08 21:00:00,1,train
638380,116064,2023-11-08 21:00:00,1,train
638380,116077,2023-11-08 21:00:00,1,train
638381,116061,2023-11-08 21:00:00,1,train
638381,116068,2023-11-08 21:00:00,1,train
638387,116063,2023-11-08 21:00:00,1,train
638387,116070,2023-11-08 21:00:00,1,train
638387,116075,2023-11-08 21:00:00,1,train
638557,116062,2023-11-08 21:00:00,1,train
638557,116071,2023-11-08 21:00:00,1,train
637062,116067,2023-11-08 21:30:00,1,train
637062,116073,2023-11-08 21:30:00,1,train
637062,116076,2023-11-08 21:30:00,1,train
611949,116079,2023-11-09 07:00:00,1,train
611948,116084,2023-11-09 08:30:00,1,train
644047,116085,2023-11-09 12:30:00,1,train
644047,116086,2023-11-09 12:30:00,1,train
644047,116087,2023-11-09 12:30:00,1,train
641382,116088,2023-11-09 14:30:00,1,train
641382,116090,2023-11-09 14:30:00,1,train
641382,116092,2023-11-09 14:30:00,1,train
644046,116089,2023-11-09 16:15:00,1,train
644046,116091,2023-11-09 16:15:00,1,train
642324,116093,2023-11-09 18:15:00,1,train
642324,116094,2023-11-09 18:15:00,1,train
645591,116095,2023-11-09 20:40:00,1,train
645591,116096,2023-11-09 20:40:00,1,train
645504,116097,2023-11-11 07:00:00,1,train
645504,116098,2023-11-11 07:00:00,1,train
645503,116099,2023-11-11 10:00:00,1,train
645503,116100,2023-11-11 10:00:00,1,train
645503,116101,2023-11-11 10:00:00,1,train
632665,116102,2023-11-11 17:55:00,1,train
632665,116103,2023-11-11 17:55:00,1,train
642313,116106,2023-11-11 21:00:00,1,train
642322,116104,2023-11-11 21:00:00,1,train
642322,116105,2023-11-11 21:00:00,1,train
650639,116107,2023-11-12 07:00:00,1,train
650639,116108,2023-11-12 07:00:00,1,train
650639,116109,2023-11-12 07:00:00,1,train
651309,116110,2023-11-12 10:30:00,1,train
651309,116111,2023-11-12 10:30:00,1,train
651309,116112,2023-11-12 10:30:00,1,train
655887,116113,2023-11-12 16:15:00,1,train
655887,116114,2023-11-12 16:15:00,1,train
632664,116115,2023-11-12 17:55:00,1,train
632664,116116,2023-11-12 17:55:00,1,train
625956,116117,2023-11-12 21:00:00,1,train
625956,116118,2023-11-12 21:00:00,1,train
625957,116119,2023-11-12 21:00:00,1,train
625957,116121,2023-11-12 21:00:00,1,train
625959,116122,2023-11-12 21:00:00,1,train
653253,116120,2023-11-12 21:00:00,1,train
653253,116123,2023-11-12 21:00:00,1,train
651571,116124,2023-11-13 13:30:00,1,train
651571,116125,2023-11-13 13:30:00,1,train
651571,116126,2023-11-13 13:30:00,1,train
651399,116127,2023-11-13 15:00:00,1,train
651570,116128,2023-11-13 16:30:00,1,train
651570,116129,2023-11-13 16:30:00,1,train
651570,116130,2023-11-13 16:30:00,1,train
656853,116132,2023-11-13 17:55:00,1,train
651398,116131,2023-11-13 18:00:00,1,train
651398,116133,2023-11-13 18:00:00,1,train
651398,116135,2023-11-13 18:00:00,1,train
651569,116134,2023-11-13 19:30:00,1,train
651569,116136,2023-11-13 19:30:00,1,train
651569,116137,2023-11-13 19:30:00,1,train
651568,116138,2023-11-13 23:00:00,1,train
651568,116139,2023-11-13 23:00:00,1,train
651568,116140,2023-11-13 23:00:00,1,train
662108,116141,2023-11-14 13:30:00,1,train
662108,116142,2023-11-14 13:30:00,1,train
662108,116144,2023-11-14 13:30:00,1,train
656852,116143,2023-11-14 14:55:00,1,train
656852,116145,2023-11-14 14:55:00,1,train
662109,116146,2023-11-14 17:00:00,1,train
662109,116149,2023-11-14 17:00:00,1,train
651396,116147,2023-11-14 18:00:00,1,train
651396,116148,2023-11-14 18:00:00,1,train
662110,116150,2023-11-14 20:00:00,1,train
662110,116151,2023-11-14 20:00:00,1,train
662111,116152,2023-11-14 22:30:00,1,train
662111,116153,2023-11-14 22:30:00,1,train
656430,116154,2023-11-15 13:30:00,1,train
656430,116155,2023-11-15 13:30:00,1,train
656430,116157,2023-11-15 13:30:00,1,train
651395,116156,2023-11-15 15:00:00,1,train
651395,116158,2023-11-15 15:00:00,1,train
660879,116159,2023-11-15 17:00:00,1,train
660879,116160,2023-11-15 17:00:00,1,train
657483,116161,2023-11-15 19:30:00,1,train
661959,116162,2023-11-15 22:30:00,1,train
664715,116164,2023-11-16 13:00:00,1,train
664715,116166,2023-11-16 13:00:00,1,train
664715,116169,2023-11-16 13:00:00,1,train
669660,116163,2023-11-16 13:30:00,1,train
669660,116165,2023-11-16 13:30:00,1,train
651393,116167,2023-11-16 15:00:00,1,train
651393,116168,2023-11-16 15:00:00,1,train
670527,116171,2023-11-16 16:30:00,1,train
664714,116170,2023-11-16 16:55:00,1,train
664714,116172,2023-11-16 16:55:00,1,train
664713,116174,2023-11-16 19:30:00,1,train
664713,116175,2023-11-16 19:30:00,1,train
669835,116173,2023-11-16 19:30:00,1,train
664712,116178,2023-11-16 22:00:00,1,train
673619,116176,2023-11-16 22:00:00,1,train
673619,116177,2023-11-16 22:00:00,1,train
671591,116179,2023-11-16 23:30:00,1,train
674022,116180,2023-11-17 10:30:00,1,train
674022,116181,2023-11-17 10:30:00,1,train
674023,116182,2023-11-17 10:30:00,1,train
674023,116183,2023-11-17 10:30:00,1,train
673567,116184,2023-11-17 13:00:00,1,train
673567,116185,2023-11-17 13:00:00,1,train
674356,116187,2023-11-17 13:30:00,1,train
674356,116188,2023-11-17 13:30:00,1,train
673566,116186,2023-11-17 14:10:00,1,train
673566,116189,2023-11-17 14:10:00,1,train
673566,116190,2023-11-17 14:10:00,1,train
676206,116191,2023-11-17 15:00:00,1,train
676206,116192,2023-11-17 15:00:00,1,train
673506,116193,2023-11-17 16:30:00,1,train
673506,116195,2023-11-17 16:30:00,1,train
674377,116194,2023-11-17 17:30:00,1,train
674377,116197,2023-11-17 17:30:00,1,train
674377,116200,2023-11-17 17:30:00,1,train
674833,116196,2023-11-17 17:30:00,1,train
674833,116199,2023-11-17 17:30:00,1,train
674487,116198,2023-11-17 19:00:00,1,train
670009,116201,2023-11-17 19:30:00,1,train
670009,116202,2023-11-17 19:30:00,1,train
670009,116203,2023-11-17 19:30:00,1,train
677665,116206,2023-11-17 22:00:00,1,train
670522,116207,2023-11-17 22:30:00,1,train
674486,116204,2023-11-17 23:00:00,1,train
674486,116205,2023-11-17 23:00:00,1,train
677273,116208,2023-11-18 10:30:00,1,train
677273,116209,2023-11-18 10:30:00,1,train
678440,116210,2023-11-18 17:00:00,1,train
681265,116211,2023-11-18 22:00:00,1,train
682582,116212,2023-11-19 17:00:00,1,train
682582,116214,2023-11-19 17:00:00,1,train
682582,116215,2023-11-19 17:00:00,1,train
682152,116213,2023-11-19 18:00:00,1,train
682152,116216,2023-11-19 18:00:00,1,train
684959,116217,2023-11-19 21:00:00,1,train
684959,116218,2023-11-19 21:00:00,1,train
678163,116220,2023-11-20 14:55:00,1,train
678163,116222,2023-11-20 14:55:00,1,train
685242,116223,2023-11-20 18:15:00,1,train
685242,116225,2023-11-20 18:15:00,1,train
685210,116224,2023-11-20 19:00:00,1,train
685210,116226,2023-11-20 19:00:00,1,train
688032,116227,2023-11-20 20:55:00,1,train
688032,116228,2023-11-20 20:55:00,1,train
679896,116229,2023-11-21 15:00:00,1,train
688340,116230,2023-11-21 17:55:00,1,train
688340,116232,2023-11-21 17:55:00,1,train
657209,116233,2023-11-21 21:00:00,1,train
657380,116231,2023-11-21 21:00:00,1,train
644620,116234,2023-11-22 12:00:00,1,train
644620,116235,2023-11-22 12:00:00,1,train
644619,116236,2023-11-22 14:10:00,1,train
644619,116238,2023-11-22 14:10:00,1,train
644619,116240,2023-11-22 14:10:00,1,train
679894,116237,2023-11-22 15:00:00,1,train
679894,116239,2023-11-22 15:00:00,1,train
644618,116241,2023-11-22 17:50:00,1,train
644618,116243,2023-11-22 17:50:00,1,train
679893,116242,2023-11-22 18:00:00,1,train
679893,116244,2023-11-22 18:00:00,1,train
644787,116245,2023-11-22 19:45:00,1,train
644787,116246,2023-11-22 19:45:00,1,train
694317,116247,2023-11-23 12:00:00,1,train
694317,116248,2023-11-23 12:00:00,1,train
694316,116249,2023-11-23 14:30:00,1,train
694316,116251,2023-11-23 14:30:00,1,train
694316,116253,2023-11-23 14:30:00,1,train
679892,116250,2023-11-23 15:00:00,1,train
679892,116252,2023-11-23 15:00:00,1,train
676202,116255,2023-11-23 18:00:00,1,train
676202,116257,2023-11-23 18:00:00,1,train
676202,116260,2023-11-23 18:00:00,1,train
679891,116254,2023-11-23 18:00:00,1,train
679891,116259,2023-11-23 18:00:00,1,train
695007,116256,2023-11-23 18:15:00,1,train
695007,116258,2023-11-23 18:15:00,1,train
695006,116261,2023-11-23 20:55:00,1,train
695006,116262,2023-11-23 20:55:00,1,train
695006,116264,2023-11-23 20:55:00,1,train
676204,116263,2023-11-23 21:00:00,1,train
676204,116265,2023-11-23 21:00:00,1,train
676200,116271,2023-11-24 12:00:00,1,train
676199,116272,2023-11-24 13:25:00,1,train
676198,116273,2023-11-24 14:50:00,1,train
676197,116274,2023-11-24 16:45:00,1,train
697699,116275,2023-11-24 17:30:00,1,train
697699,116278,2023-11-24 17:30:00,1,train
698192,116276,2023-11-24 18:00:00,1,train
698192,116279,2023-11-24 18:00:00,1,train
698192,116280,2023-11-24 18:00:00,1,train
699513,116277,2023-11-24 18:30:00,1,train
699860,116282,2023-11-24 20:00:00,1,train
698004,116281,2023-11-24 20:10:00,1,train
698004,116283,2023-11-24 20:10:00,1,train
698004,116286,2023-11-24 20:10:00,1,train
698605,116285,2023-11-24 21:30:00,1,train
699859,116284,2023-11-24 22:20:00,1,train
699859,116287,2023-11-24 22:20:00,1,train
699859,116288,2023-11-24 22:20:00,1,train
698604,116289,2023-11-24 23:00:00,1,train
698604,116290,2023-11-24 23:00:00,1,train
698604,116291,2023-11-24 23:00:00,1,train
698193,116292,2023-11-25 01:30:00,1,train
698193,116293,2023-11-25 01:30:00,1,train
698193,116294,2023-11-25 01:30:00,1,train
699512,116295,2023-11-25 12:00:00,1,train
699512,116296,2023-11-25 12:00:00,1,train
700790,116297,2023-11-25 14:35:00,1,train
700790,116298,2023-11-25 14:35:00,1,train
702291,116299,2023-11-25 17:15:00,1,train
702291,116301,2023-11-25 17:15:00,1,train
700107,116300,2023-11-25 17:30:00,1,train
700107,116302,2023-11-25 17:30:00,1,train
700107,116303,2023-11-25 17:30:00,1,train
701026,116304,2023-11-25 18:00:00,1,train
701381,116305,2023-11-25 21:30:00,1,train
701381,116307,2023-11-25 21:30:00,1,train
701381,116309,2023-11-25 21:30:00,1,train
700568,116306,2023-11-25 21:40:00,1,train
700568,116308,2023-11-25 21:40:00,1,train
700568,116310,2023-11-25 21:40:00,1,train
703259,116311,2023-11-26 01:00:00,1,train
703259,116312,2023-11-26 01:00:00,1,train
703471,116313,2023-11-26 03:30:00,1,train
703471,116314,2023-11-26 03:30:00,1,train
702946,116315,2023-11-26 11:00:00,1,train
702946,116316,2023-11-26 11:00:00,1,train
702946,116317,2023-11-26 11:00:00,1,train
702945,116318,2023-11-26 15:00:00,1,train
702945,116319,2023-11-26 15:00:00,1,train
702945,116320,2023-11-26 15:00:00,1,train
703484,116321,2023-11-26 19:00:00,1,train
703484,116322,2023-11-26 19:00:00,1,train
703893,116323,2023-11-26 21:20:00,1,train
703893,116324,2023-11-26 21:20:00,1,train
703893,116325,2023-11-26 21:20:00,1,train
700057,116328,2023-11-28 15:00:00,1,train
700057,116329,2023-11-28 15:00:00,1,train
700056,116330,2023-11-28 18:00:00,1,train
686700,116331,2023-11-29 14:00:00,1,train
700055,116333,2023-11-29 15:00:00,1,train
700055,116334,2023-11-29 15:00:00,1,train
686699,116332,2023-11-29 15:15:00,1,train
700054,116335,2023-11-29 18:00:00,1,train
700054,116337,2023-11-29 18:00:00,1,train
713239,116336,2023-11-29 18:00:00,1,train
713239,116338,2023-11-29 18:00:00,1,train
713239,116339,2023-11-29 18:00:00,1,train
713238,116340,2023-11-29 21:15:00,1,train
713238,116341,2023-11-29 21:15:00,1,train
713238,116342,2023-11-29 21:15:00,1,train
705447,116343,2023-11-30 13:30:00,1,train
705447,116345,2023-11-30 13:30:00,1,train
705447,116346,2023-11-30 13:30:00,1,train
686698,116344,2023-11-30 14:00:00,1,train
700053,116348,2023-11-30 15:00:00,1,train
686697,116347,2023-11-30 16:00:00,1,train
715731,116349,2023-11-30 18:00:00,1,train
715731,116350,2023-11-30 18:00:00,1,train
705443,116351,2023-11-30 19:30:00,1,train
705443,116352,2023-11-30 19:30:00,1,train
715730,116353,2023-11-30 20:30:00,1,train
715730,116354,2023-11-30 20:30:00,1,train
715730,116355,2023-11-30 20:30:00,1,train
705442,116356,2023-12-01 13:30:00,1,train
705442,116357,2023-12-01 13:30:00,1,train
705442,116358,2023-12-01 13:30:00,1,train
705446,116359,2023-12-01 16:30:00,1,train
705446,116361,2023-12-01 16:30:00,1,train
714117,116360,2023-12-01 17:00:00,1,train
714117,116362,2023-12-01 17:00:00,1,train
714117,116364,2023-12-01 17:00:00,1,train
710108,116363,2023-12-01 18:20:00,1,train
710108,116365,2023-12-01 18:20:00,1,train
705445,116366,2023-12-01 19:30:00,1,train
705445,116367,2023-12-01 19:30:00,1,train
716325,116368,2023-12-01 20:50:00,1,train
716325,116370,2023-12-01 20:50:00,1,train
710107,116369,2023-12-01 21:00:00,1,train
710107,116372,2023-12-01 21:00:00,1,train
712803,116371,2023-12-01 22:30:00,1,train
718350,116373,2023-12-02 16:30:00,1,train
718350,116375,2023-12-02 16:30:00,1,train
718273,116374,2023-12-02 17:00:00,1,train
718273,116376,2023-12-02 17:00:00,1,train
716310,116377,2023-12-02 19:30:00,1,train
716310,116380,2023-12-02 19:30:00,1,train
718274,116378,2023-12-02 20:00:00,1,train
718274,116379,2023-12-02 20:00:00,1,train
717650,116381,2023-12-02 22:30:00,1,train
717826,116382,2023-12-03 13:30:00,1,train
717826,116383,2023-12-03 13:30:00,1,train
718354,116384,2023-12-03 17:10:00,1,train
718354,116386,2023-12-03 17:10:00,1,train
720310,116385,2023-12-03 18:00:00,1,train
720310,116387,2023-12-03 18:00:00,1,train
720310,116389,2023-12-03 18:00:00,1,train
720310,116390,2023-12-03 18:00:00,1,train
717652,116388,2023-12-03 20:30:00,1,train
716311,116391,2023-12-03 22:30:00,1,train
716311,116392,2023-12-03 22:30:00,1,train
722448,116393,2023-12-04 13:30:00,1,train
722448,116394,2023-12-04 13:30:00,1,train
722448,116395,2023-12-04 13:30:00,1,train
722284,116397,2023-12-04 16:45:00,1,train
722284,116399,2023-12-04 16:45:00,1,train
722034,116400,2023-12-04 19:30:00,1,train
722034,116401,2023-12-04 19:30:00,1,train
722700,116402,2023-12-04 22:30:00,1,train
722700,116403,2023-12-04 22:30:00,1,train
722700,116404,2023-12-04 22:30:00,1,train
724305,116405,2023-12-05 13:30:00,1,train
724305,116407,2023-12-05 13:30:00,1,train
714458,116406,2023-12-05 14:15:00,1,train
714458,116408,2023-12-05 14:15:00,1,train
718164,116409,2023-12-05 15:00:00,1,train
718164,116411,2023-12-05 15:00:00,1,train
724676,116410,2023-12-05 16:30:00,1,train
724676,116412,2023-12-05 16:30:00,1,train
714457,116413,2023-12-05 17:25:00,1,train
714457,116414,2023-12-05 17:25:00,1,train
718163,116415,2023-12-05 18:15:00,1,train
718163,116416,2023-12-05 18:15:00,1,train
722282,116417,2023-12-05 19:30:00,1,train
665459,116418,2023-12-05 21:00:00,1,train
665459,116421,2023-12-05 21:00:00,1,train
718165,116419,2023-12-05 21:00:00,1,train
665456,116423,2023-12-05 22:00:00,1,train
722695,116420,2023-12-05 22:30:00,1,train
722695,116422,2023-12-05 22:30:00,1,train
714456,116424,2023-12-06 12:25:00,1,train
714456,116425,2023-12-06 12:25:00,1,train
714456,116427,2023-12-06 12:25:00,1,train
727022,116426,2023-12-06 13:30:00,1,train
727022,116428,2023-12-06 13:30:00,1,train
726727,116429,2023-12-06 16:30:00,1,train
726727,116431,2023-12-06 16:30:00,1,train
726727,116433,2023-12-06 16:30:00,1,train
714455,116430,2023-12-06 17:00:00,1,train
714455,116432,2023-12-06 17:00:00,1,train
718161,116434,2023-12-06 18:30:00,1,train
718161,116435,2023-12-06 18:30:00,1,train
718161,116438,2023-12-06 18:30:00,1,train
727021,116436,2023-12-06 19:30:00,1,train
727021,116437,2023-12-06 19:30:00,1,train
726930,116441,2023-12-06 21:00:00,1,train
726930,116444,2023-12-06 21:00:00,1,train
727033,116439,2023-12-06 21:00:00,1,train
727033,116443,2023-12-06 21:00:00,1,train
727033,116446,2023-12-06 21:00:00,1,train
727282,116440,2023-12-06 21:00:00,1,train
727282,116442,2023-12-06 21:00:00,1,train
727282,116445,2023-12-06 21:00:00,1,train
729100,116447,2023-12-07 12:00:00,1,train
729100,116448,2023-12-07 12:00:00,1,train
729555,116450,2023-12-07 15:00:00,1,train
729555,116451,2023-12-07 15:00:00,1,train
729555,116452,2023-12-07 15:00:00,1,train
726504,116449,2023-12-07 16:00:00,1,train
726504,116453,2023-12-07 16:00:00,1,train
726504,116456,2023-12-07 16:00:00,1,train
729554,116455,2023-12-07 18:00:00,1,train
729554,116457,2023-12-07 18:00:00,1,train
729783,116454,2023-12-07 18:00:00,1,train
729783,116458,2023-12-07 18:00:00,1,train
729783,116459,2023-12-07 18:00:00,1,train
729099,116460,2023-12-07 20:10:00,1,train
729099,116463,2023-12-07 20:10:00,1,train
729553,116466,2023-12-07 21:00:00,1,train
729673,116461,2023-12-07 21:00:00,1,train
729673,116464,2023-12-07 21:00:00,1,train
729674,116462,2023-12-07 21:00:00,1,train
729674,116465,2023-12-07 21:00:00,1,train
729675,116467,2023-12-07 21:00:00,1,train
721563,116468,2023-12-08 13:25:00,1,train
731974,116469,2023-12-08 16:10:00,1,train
731974,116470,2023-12-08 16:10:00,1,train
721561,116471,2023-12-08 17:00:00,1,train
733305,116472,2023-12-08 19:05:00,1,train
732062,116473,2023-12-08 21:15:00,1,train
732062,116476,2023-12-08 21:15:00,1,train
733533,116474,2023-12-08 22:00:00,1,train
733533,116475,2023-12-08 22:00:00,1,train
733242,116477,2023-12-09 14:30:00,1,train
733242,116480,2023-12-09 14:30:00,1,train
733782,116479,2023-12-09 16:00:00,1,train
733782,116482,2023-12-09 16:00:00,1,train
733929,116478,2023-12-09 16:00:00,1,train
733929,116481,2023-12-09 16:00:00,1,train
734026,116483,2023-12-09 21:00:00,1,train
734026,116484,2023-12-09 21:00:00,1,train
735354,116485,2023-12-10 12:00:00,1,train
735426,116486,2023-12-10 13:55:00,1,train
735426,116487,2023-12-10 13:55:00,1,train
735426,116488,2023-12-10 13:55:00,1,train
735426,116489,2023-12-10 13:55:00,1,train
735426,116490,2023-12-10 13:55:00,1,train
735864,116491,2023-12-10 21:00:00,1,train
734773,116495,2023-12-11 15:00:00,1,train
734773,116496,2023-12-11 15:00:00,1,train
734773,116497,2023-12-11 15:00:00,1,train
734771,116498,2023-12-11 21:00:00,1,train
734771,116499,2023-12-11 21:00:00,1,train
734771,116500,2023-12-11 21:00:00,1,train
739218,116501,2023-12-12 12:00:00,1,train
739218,116502,2023-12-12 12:00:00,1,train
738902,116503,2023-12-12 18:00:00,1,train
738902,116505,2023-12-12 18:00:00,1,train
738902,116507,2023-12-12 18:00:00,1,train
