source_match_id,datetime,team1,team2,best_of,score1_match,score2_match,derived_winner,derived_loser,tournament_name,included_in_official_event,candidate_stage,candidate_round,record_group,reconciliation_status,reconciliation_reason,supporting_evidence,confidence,playoff_round_label
7302402,2026-06-04T15:00:00,THUNDERdOWNUNDER,FlyQuest,3,0,2,FlyQuest,THUNDERdOWNUNDER,IEM Cologne Major 2026,True,stage_1,4.0,1-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-04 falls inside the stage_1 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302403,2026-06-04T15:00:00,TYLOO,Sharks Esports,3,2,1,TYLOO,Sharks Esports,IEM Cologne Major 2026,True,stage_1,4.0,1-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-04 falls inside the stage_1 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302401,2026-06-04T17:30:00,GamerLegion,BIG,3,2,0,GamerLegion,BIG,IEM Cologne Major 2026,True,stage_1,4.0,2-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-04 falls inside the stage_1 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302400,2026-06-04T18:00:00,Lynn Vision Gaming,MIBR,3,0,2,MIBR,Lynn Vision Gaming,IEM Cologne Major 2026,True,stage_1,4.0,2-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-04 falls inside the stage_1 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302398,2026-06-04T20:00:00,M80,NRG Esports,3,2,0,M80,NRG Esports,IEM Cologne Major 2026,True,stage_1,4.0,2-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-04 falls inside the stage_1 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302399,2026-06-04T20:00:00,Team Liquid,Heroic,3,2,0,Team Liquid,Heroic,IEM Cologne Major 2026,True,stage_1,4.0,1-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-04 falls inside the stage_1 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302427,2026-06-05T15:00:00,TYLOO,Lynn Vision Gaming,3,2,0,TYLOO,Lynn Vision Gaming,IEM Cologne Major 2026,True,stage_1,5.0,2-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-05 falls inside the stage_1 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302426,2026-06-05T17:30:00,Team Liquid,FlyQuest,3,0,2,FlyQuest,Team Liquid,IEM Cologne Major 2026,True,stage_1,5.0,2-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-05 falls inside the stage_1 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302425,2026-06-05T20:00:00,NRG Esports,BIG,3,1,2,BIG,NRG Esports,IEM Cologne Major 2026,True,stage_1,5.0,2-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-05 falls inside the stage_1 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302465,2026-06-06T13:30:00,Astralis,GamerLegion,1,1,0,Astralis,GamerLegion,IEM Cologne Major 2026,True,stage_2,1.0,0-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-06 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
10093663,2026-06-06T13:30:00,9z Team,FlyQuest,1,1,0,9z Team,FlyQuest,IEM Cologne Major 2026,True,stage_2,1.0,0-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-06 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302463,2026-06-06T14:30:00,FUT Esports,B8 Esports,1,1,0,FUT Esports,B8 Esports,IEM Cologne Major 2026,True,stage_2,1.0,0-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-06 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302469,2026-06-06T14:30:00,paiN Gaming,TYLOO,1,0,1,TYLOO,paiN Gaming,IEM Cologne Major 2026,True,stage_2,1.0,0-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-06 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302464,2026-06-06T15:30:00,G2 Esports,M80,1,1,0,G2 Esports,M80,IEM Cologne Major 2026,True,stage_2,1.0,0-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-06 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302468,2026-06-06T15:30:00,Monte,BIG,1,1,0,Monte,BIG,IEM Cologne Major 2026,True,stage_2,1.0,0-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-06 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302466,2026-06-06T16:50:00,Team Spirit,BetBoom Team,1,1,0,Team Spirit,BetBoom Team,IEM Cologne Major 2026,True,stage_2,1.0,0-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-06 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
10093662,2026-06-06T17:00:00,Legacy,MIBR,1,0,1,MIBR,Legacy,IEM Cologne Major 2026,True,stage_2,1.0,0-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-06 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302485,2026-06-06T18:30:00,FUT Esports,TYLOO,1,1,0,FUT Esports,TYLOO,IEM Cologne Major 2026,True,stage_2,2.0,1-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-06 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
10093666,2026-06-06T18:50:00,Astralis,9z Team,1,0,1,9z Team,Astralis,IEM Cologne Major 2026,True,stage_2,2.0,1-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-06 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302483,2026-06-06T19:40:00,G2 Esports,Monte,1,1,0,G2 Esports,Monte,IEM Cologne Major 2026,True,stage_2,2.0,1-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-06 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302480,2026-06-06T19:55:00,paiN Gaming,BIG,1,0,1,BIG,paiN Gaming,IEM Cologne Major 2026,True,stage_2,2.0,0-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-06 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302482,2026-06-06T21:10:00,Legacy,FlyQuest,1,1,0,Legacy,FlyQuest,IEM Cologne Major 2026,True,stage_2,2.0,0-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-06 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302479,2026-06-06T21:30:00,BetBoom Team,GamerLegion,1,1,0,BetBoom Team,GamerLegion,IEM Cologne Major 2026,True,stage_2,2.0,0-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-06 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
10093673,2026-06-06T22:15:00,B8 Esports,M80,1,0,1,M80,B8 Esports,IEM Cologne Major 2026,True,stage_2,2.0,0-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-06 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302478,2026-06-06T22:40:00,Team Spirit,MIBR,1,1,0,Team Spirit,MIBR,IEM Cologne Major 2026,True,stage_2,2.0,1-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-06 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302512,2026-06-07T15:30:00,Astralis,TYLOO,1,0,1,TYLOO,Astralis,IEM Cologne Major 2026,True,stage_2,3.0,1-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-07 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302513,2026-06-07T15:30:00,Monte,Legacy,1,1,0,Monte,Legacy,IEM Cologne Major 2026,True,stage_2,3.0,1-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-07 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
10093675,2026-06-07T16:30:00,MIBR,BIG,1,0,1,BIG,MIBR,IEM Cologne Major 2026,True,stage_2,3.0,1-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-07 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302511,2026-06-07T17:25:00,BetBoom Team,M80,1,1,0,BetBoom Team,M80,IEM Cologne Major 2026,True,stage_2,3.0,1-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-07 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302508,2026-06-07T17:40:00,FlyQuest,paiN Gaming,3,0,2,paiN Gaming,FlyQuest,IEM Cologne Major 2026,True,stage_2,3.0,0-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-07 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302509,2026-06-07T18:20:00,B8 Esports,GamerLegion,3,2,1,B8 Esports,GamerLegion,IEM Cologne Major 2026,True,stage_2,3.0,0-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-07 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302506,2026-06-07T20:00:00,Team Spirit,9z Team,3,2,0,Team Spirit,9z Team,IEM Cologne Major 2026,True,stage_2,3.0,2-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-07 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302507,2026-06-07T21:45:00,G2 Esports,FUT Esports,3,1,2,FUT Esports,G2 Esports,IEM Cologne Major 2026,True,stage_2,3.0,2-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-07 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302529,2026-06-08T15:00:00,MIBR,B8 Esports,3,1,2,B8 Esports,MIBR,IEM Cologne Major 2026,True,stage_2,4.0,1-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-08 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302530,2026-06-08T15:00:00,Astralis,paiN Gaming,3,0,2,paiN Gaming,Astralis,IEM Cologne Major 2026,True,stage_2,4.0,1-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-08 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302528,2026-06-08T17:30:00,Monte,BetBoom Team,3,1,2,BetBoom Team,Monte,IEM Cologne Major 2026,True,stage_2,4.0,2-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-08 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302527,2026-06-08T18:00:00,TYLOO,9z Team,3,0,2,9z Team,TYLOO,IEM Cologne Major 2026,True,stage_2,4.0,2-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-08 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302525,2026-06-08T20:15:00,M80,Legacy,3,0,2,Legacy,M80,IEM Cologne Major 2026,True,stage_2,4.0,1-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-08 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302526,2026-06-08T20:25:00,G2 Esports,BIG,3,2,0,G2 Esports,BIG,IEM Cologne Major 2026,True,stage_2,4.0,2-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-08 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
